qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_As_a_{reg3?girl:boy}_gro|{reg3?Adolescente:Adolescent}, vous chevauchiez dans les immenses plaines sur votre propre cheval, apprenant à dompter ces étendues sauvages et désertiques. Quoiqu'ayant parfois été en proie à la faim, vous êtes {reg3?devenue:devenu} particulièrement habile à la chasse et {reg3?douée:doué} pour retrouver votre chemin dans ces contrées sans repères. Votre musculature commença à se développer et votre corps à s'endurcir alors que vous entriez peu à peu dans la vie de nomade.
qstr_{reg3?daughter:man}|{reg3?fille:homme}
qstr_Though_the_distincti|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {reg3?une femme:un homme}, le monde environnant vous sembla alors différent. Lorsque l'on vous a nommé écuyer d'un noble à la cour, vous vous êtes {reg3?entraînée:entraîné} de longues heures durant au maniement des armes, apprenant aussi bien à distribuer qu'à recevoir des coups. On vous enseigna le respect pour votre seigneur ainsi que vos devoirs envers ceux qui pourraient être un jour vos vassaux. On vous inculqua les idéaux de la chevalerie, mais aussi les aspects les moins reluisants (Les vieilles histoires guerrières contant les rapports de force de l'impitoyable politique, les traîtrises et les usurpations des hommes faisant usage autant de la fourberie que de la vaillance pour arriver à leurs fins).
qstr_{reg3?woman:man}|{reg3?une femme:un homme}
qstr_Though_the_distinctio|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {s13}, le monde environnant vous sembla alors différent. Vous avez rejoint le cercle très fermé des femmes de la cour, des dames qui ne s'autorisaient aucun écart de féminité, les épouses et les maîtresses de nobles de même que les demoiselles qui cherchaient à se marier. Cependant, même ici il était question de politique, les dames de la cour complotant pour leurs intérêts et se disputant âprement les égards des hommes célibataires en vue à la cour. Vous avez très vite appris à tourner ces situations et ces manigances à votre avantage. C'est à ce moment-là que vous avez pris conscience que vous pouviez exercer une grande influence sur le monde, si seulement vous vous appliquiez à être un tant soit peu subtile.
qstr_Though_the_distinction|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {s13}, le monde environnant vous sembla alors différent. Vous vous lancez dans l'aventure, votre instrument sanglé dans votre dos et votre voix pour seules possessions. Vous meniez une existence miséreuse et n'aviez pas de quoi vous nourrir tous les soirs, surtout quand votre public n'appréciait pas votre façon de jouer. Vous avez tout de même réussi à survivre par votre seule musique. Au fil des ans vous avez pris l'habitude de divertir les foules enivrées dans les tavernes, et êtes désormais capable de délier pour ainsi dire toutes les langues lorsque vous le voulez.
qstr_Though_the_distinction_|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {reg3?une femme:un homme}, le monde environnant vous sembla alors différent. Vous étiez devenu {reg3?étudiante:étudiant} dans une université d'une grande ville, apprenant la théologie, la philosophie et la médecine. Mais vous n'avez pas seulement appris à la bibliothèque. Vous suiviez parfois vos camarades dans leurs quêtes d'ivresse, de femmes et de bonnes bagarres. C'est ainsi que vous avez fini par être tout autant capable d'observer comment est placée une mâchoire brisée que de persuader un citadin en colère de baisser son arme et d'accepter une compensation financière en échange du saccage de sa boutique.
qstr_Though_the_distinction_f|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {s13}, le monde environnant vous sembla alors différent. L'appel de l'aventure fut le plus fort et vous avez commencé à voyager de village en village, achetant et vendant tout ce que vous trouviez. Vous ne meniez pas une existence particulièrement prospère mais vous étiez passé maître dans l'art d'escroquer même les plus indécrottables avares. Vous vous sentiez de plus en plus capable de vous lancer dans la grande aventure du commerce et même de monter votre propre empire.
qstr_Though_the_distinction_fe|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {s13}, le monde environnant vous sembla alors différent. Vous poursuiviez votre carrière de forgeron, transformant avec habileté le moindre morceau de métal en des objets aussi beaux qu'utiles. Petit à petit vous êtes {reg3?devenue:devenu} maître dans votre domaine et votre travail de qualité vous permit de vendre votre production aux meilleurs prix. La panse bien remplie, vous pouviez le soir chez vous au coin d'un bon feu de cheminée être fier de votre travail et de votre réputation grandissante.
qstr_Though_the_distinction_fel|Sans que vous y prêtiez particulièrement attention, la vie avait fait de vous {s13}, le monde environnant vous sembla alors différent. Le monde qui vous entourait vous paraissait complètement différent. La lutte désespérée des gens ordinaires pour leur subsistance ne vous contentait guère, c'est pourquoi vous avez investi les forêts du seigneur de la région, profitant de ses ressources abondantes sans vraiment vous soucier des lois en vigueur. Vous chassiez les cerfs, les sangliers et les oies pour revendre leur précieuse chair. Vous abattiez des arbres au nez et à la barbe des guetteurs pour les transformer en bois de chauffage et ainsi permettre à de nombreux foyers en proie aux froideurs hivernales de se chauffer. Tout cela en échange d'un peu d'argent, bien sûr.
qstr_Only_you_know_exactl|Il n'y a que vous qui sachiez pourquoi vous avez abandonné votre ancienne vie et êtes {reg3?devenue une aventurière:devenu un aventurier}. Cela dit, quitter tout ce que vous aviez ne fut pas un choix difficile, vu la colère qui brûle en vous. Vous voulez la vengeance. Vous voulez la justice. Certaines blessures ne peuvent guérir qu'en faisant couler le sang.
qstr_Only_you_know_exactly|Il n'y a que vous qui sachiez pourquoi vous avez abandonné votre ancienne vie et êtes {reg3?devenue une aventurière:devenu un aventurier}. Tout ce que vous savez, c'est que vous ne supportiez plus de rester en ces lieux de rester dans ces lieux hantés par les souvenirs d'êtres tant aimés et tant regrettés. Peut-être votre nouvelle vie vous permettra-t-elle d'oublier, ou d'honorer, le nom que vous ne pouvez même plus prononcer...
qstr_Only_you_know_exactly_|Il n'y a que vous qui sachiez pourquoi vous avez abandonné votre ancienne vie et êtes {reg3?devenue une aventurière:devenu un aventurier}. Vous ne vous souvenez plus trop bien à partir de quel moment votre maison est devenue trop petite pour vous, ni quand votre quotidien vous a semblé insupportable. Votre soif de découverte fut la plus forte. En quête de grands espaces, de nouvelles découvertes, de nouveaux horizons, vous ne pouviez plus rester en place. Vous partîtes sans même un regard derrière vous...
qstr_Only_you_know_exactly_w|Il n'y a que vous qui sachiez pourquoi vous avez abandonné votre ancienne vie et êtes {reg3?devenue une aventurière:devenu un aventurier}. Cependant, vous savez que vous ne pouvez pas faire marche arrière. Il n'existe pas d'endroit où vous puissiez revenir. Votre vie d'antan n'est plus. Désormais, vous devrez affronter par vous-même le monde dans son immensité, solitaire dans l'échec comme dans la gloire...
qstr_Only_you_know_exactly_wh|Il n'y a que vous qui sachiez pourquoi vous avez abandonné votre ancienne vie et êtes {reg3?devenue une aventurière:devenu un aventurier}. Mais aux yeux de tous, seul compte pour vous l'appât du gain. Vous voulez tout, la richesse, le pouvoir et les honneurs. Vous voulez que l'on s'empresse de vous obéir, que l'on connaisse votre nom et que l'on tremble rien qu'en le prononçant. Vous voulez tout, et rien ne vous arrêtera...
qstr_Back_to_the_beginnin|Retour au début...
qstr_View_next_segment...|Suivant...
qstr_^No_food:___{reg7}|^Pas de nourriture : -{reg7}
qstr_^Wage_debt:___{reg6}|^Solde non versée : -{reg6}
qstr_Current_force_morale|Le moral du groupe est de {reg5}.^Modificateurs du moral du groupe :^^Moral de base :  +50^Taille du groupe : {s2}{reg1}^Commandement : {s3}{reg2}^Variété de la nourriture : {s4}{reg3}{s5}{s6}^Évènements récents : {s7}{reg4}^TOTAL : {reg5}^^Variation moral : {s8}{reg8}^Moral modifié : {reg10}^^^
qstr_{s1}Extra_morale_for|{s1}Moral spécial pour les troupes du {s9} : {reg6}^
qstr_Appoint_next_marshal|Nommer le prochain maréchal
qstr_Award_{s12}_as_fief|Attribuer {s12} comme fief
qstr_No_one|Aucun
qstr_Selected_faction_is:|La faction sélectionnée est : {s10}^^{s9}
qstr_You_are_currently_re|Vous lisez actuellement {s8}.
qstr_You_are_not_reading_|Actuellement vous ne lisez aucun livre.
qstr_{s5}_and_{s6}|{s5} et {s6}
qstr_Your_estates_are:_{s|Vos fiefs sont : {s8}.^{s9}
qstr_Current_party_size_l|L'effectif maximal du groupe est actuellement de {reg5}.^Les facteurs influant sur l'effectif maximum du groupe sont :^^Effectif de base : +30^Commandement : {s2}{reg1}^Charisme : {s3}{reg2}^Renommée : {s4}{reg3}^^Seigneur : {s5}^Châteaux : {s6}^Maréchal : {s7}^Souverain : {s8}^TOTAL : {reg5}
qstr_Your_relation_with_t|Vos relations avec les factions sont :^{s2}
qstr_You_can_recruit_your|Vous pouvez maintenant recruter des prisonniers dans votre groupe.
qstr_You_need_to_wait_{re|Vous devez attendre {reg1} {reg2?heures:heure} pour recruter des prisonniers.
qstr_Return_to_your_forti|Retour aux fortifications.
qstr_Spend_{reg5}_hours_e|Nombre d'heures pour avoir votre camp retranché : {reg5}.
qstr__You_have_returned_t| Vous êtes de retour à une position fortifiée.
qstr__You_must_have_tools| Vous devez avoir des outils dans l'inventaire pour consolider votre campement.
qstr_Your_renown_has_incr|Renommée augmentée de 100. 
qstr_You_honor_has_increa|Honneur augmenté de 1 et est maintenant de {reg7}.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2?acceptent:accepte} votre offre.
qstr_No_one_accepts_the_o|Personne n'accepte votre offre.
qstr_You_have_succeed_to_|Vous avez réussi à recruter des prisonniers {reg1} fois.
qstr_You_start_reading_{s|Vous commencez à lire {s2}. Vous le gardez près de vous afin d'en lire quelques pages à chaque fois que vous en aurez l'occasion.
qstr_You_flip_through_the|Après avoir lu quelques pages du livre, vous vous apercevez que malgré vos efforts vous n'y comprenez pas grand chose, et une violente migraine met un terme à la lecture.
qstr_Villagers|Villageois
qstr_You_have_encountered|{s1}, l'affrontement est inévitable.
qstr_You_have_engaged_{s1|Vous attaquez {s1} tandis qu'ils pillent {s3}.
qstr_You_were_caught_by_{|Vous avez été {attaqué/attaquée} par {s1} tandis que vos forces pillaient {s3}.
qstr_^^Current_Commander:|^^Commandant actuel : {s7}
qstr_{s4}^^The_troops_you|{s4}^^Les troupes sélectionnées sont prêtes à vous rejoindre dans la bataille.
qstr_{s4}^^Your_captains_|{s4}^^Vos capitaines s'occuperont des affectations de troupes.
qstr_{s4}^^Your_orders_ha|{s4}^^Vos ordres ont été envoyés à vos capitaines.
qstr_{s4}^^There_is_no_ta|{s4}^^Il n'y a pas de plan tactique de prévu.
qstr_All_your_troops_are_|Toutes vos troupes sont déjà assignées au combat.
qstr_You_were_victorious!|Vous êtes victorieux !
qstr_Battle_was_lost._You|Vous êtes {vaincu/vaincue}. Vos forces ont été écrasées.
qstr_Your_companions_carr|Vos compagnons vous traînent hors du champs de bataille.
qstr_You_have_defeated_th|Vous avez vaincu l'ennemi.
qstr_You_have_retreated_f|Vous avez rompu l'engagement.
qstr_^^Ally_Casualties:{s|^^Pertes alliées :{s0}
qstr_{s1}_of_the_{s3}_man|{s1} du {s3} a pris la fuite
qstr_Some_of_your_tendons|Vos bras vous font souffrir le martyre. Vous perdez 1 en force.
qstr_You_took_a_nasty_wou|Vous avez reçu une vilaine blessure qui vous fera boiter, même après sa guérison. Vous perdez 1 en agilité.
qstr_You_have_trouble_thi|Vous avez du mal à vous concentrer après la bataille, peut-être à cause d'un coup particulièrement violent à la tête, et de fréquents maux de tête vous gâchent l'existence. Vous perdez 1 en intelligence.
qstr_Perhaps_I_m_getting_|Peut-être que la chance m'abandonne...
qstr_Retirement_is_starti|La retraite semble s'imposer.
qstr_No_matter!_I_will_pe|Peu importe ! Je persévère !
qstr_What_did_I_do_to_des|Qu'ai-je fait pour mériter cela ?
qstr_I_suppose_it_ll_make|Je suppose que ça fera au moins une bonne histoire à raconter...
qstr_Ally|Allié
qstr_Friend|Ami
qstr_Enemy|Enemi
qstr_Neutral|Neutre
qstr_{s9}_wants_you_to_fo|{s9} souhaite que vous suiviez son armée jusqu'à nouvel ordre.
qstr_{s8}_of_{s9}|{s8} du {s9}
qstr_liege|suzerain
qstr_former_liege|ancien suzerain
qstr_affiliate|allié
qstr_former_companion|ancien compagnon
qstr_marshall|maréchal
qstr_vassal|vassal
qstr__Your_own_banner_fli|Votre bannière flotte au-dessus de la porte du château.
qstr__You_see_the_banner_|Vous reconnaissez la bannière de {s7} au-dessus de la porte du château.
qstr__You_see_the_banner_o|Vous reconnaissez la bannière de {s7} au-dessus des portes de la ville.
qstr__Your_own_banner_flie|Votre bannière flotte au-dessus des portes de la ville.
qstr__You_see_the_banner_of| Vous appercevez la bannière de votre {s11} {s7} au-dessus des portes de la ville.
qstr__You_see_the_banner_of_| Vous appercevez la bannière du {s7} au-dessus des portes de la ville.
qstr_The_{reg6?town_s:cas|Les réserves {reg6?de la ville:du château} devraient leur permettre de tenir encore {reg3} jours.
qstr_The_{reg6?town_s:cast|Les réserves {reg6?de la ville:du château} sont épuisées et les défenseurs meurent de faim.
qstr_You_re_preparing_to_|Vous vous préparez à attaquer les murailles, le travail sera fini dans {reg9} heures.
qstr_Your_forces_are_buil|Vos hommes construisent une tour de siège (sa construction prendra encore {reg9} heures).
qstr_You_are_ready_to_att|Vous êtes prêt à attaquer les murailles dès que vous le souhaiterez.
qstr_The_siege_tower_is_b|La tour de siège est terminée et prête à servir.
qstr_As_a_last_defensive_|Dans un dernier effort, vous battez en retraite jusqu'au hall du donjon. Vous et vos derniers soldats y engagez un combat désespéré. Si vous êtes vaincu, cet endroit sera le dernier que vous ayez connu.
qstr_You_ve_been_driven_a|Les murs sont aux mains de l'ennemi ! Maintenant les attaquants se répandent dans les rues. Si vous les battez, peut-être parviendrez-vous à retourner la situation en votre faveur.
qstr_You_ve_breached_the_|Vous vous êtes emparé des murs mais les défenseurs continuent à résister dans les rues ! Vous devez vous en occuper avant de pouvoir vous attaquer au château, au centre de la ville.
qstr_The_town_centre_is_y|La ville est à vous mais les défenseurs restants ont battu en retraite dans le château. Il faut vous en emparer afin de compléter votre victoire.
qstr_The_remaining_defend|Les défenseurs restants se sont retranchés dans le château dans un ultime effort. Vous devez lancer l'assaut et les éliminer.
qstr_However_since_you_ar|Cependant, puisque que vous n'avez pas prêté allégeance à {s9}, il n'y a aucune chance qu'il vous attribue {reg8?cette ville:ce château}.
qstr_The_enemy_has_been_f|Les ennemis ont été contraints de battre en retraite. L'assaut est terminé mais le siège continue.
qstr_As_you_approach_you_|Les gardes du château vous voient arriver, ils souhaitent la bienvenue à leur {souverain/souveraine} et vous ouvrent les portes.
qstr_As_you_approach_you_a|Les gardes du château vous voient arriver, ils souhaitent la bienvenue à leur {seigneur/dame} et vous ouvrent les portes.
qstr__This_village_and_th|Ce village et ses alentours vous appartiennent.
qstr__You_remember_that_t|{s7} possède ce village et ses alentours.
qstr__You_remember_that_th| Vous vous rappelez que ce village et ses alentours appartiennent au {s7}.
qstr__These_lands_belong_|Ces terres n'appartiennent à personne.
qstr__The_village_is_infe|Le village est occupé par {reg8} {s35}.
qstr__The_peasants_hired_| Les paysans ont fait appel à des mercenaires et se rebellent contre vous.
qstr__The_village_has_bee|Le village a été pillé. Une poignée de survivants erre sans but tandis que vous avancez parmi les restes calcinés des maisons. 
qstr__The_village_is_bein|Le village est en train d'être pillé !
qstr_You_and_your_men_per|Vous et vos hommes ont persuadé {reg1} villageois à vous rejoindre.
qstr_When_the_villagers_s|Quand les villageois vous voient approcher, ils prennent leurs jambent à leur cou.
qstr_You_have_no_room_lef|Vous n'avez plus de place dans votre groupe.
qstr_No_one_here_seems_to|Personne ici ne veut rejoindre votre groupe.
qstr_One_{s3}_volunteers_|{s3} est l'unique volontaire à vouloir rejoindre votre groupe.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} souhaitent vous suivre, ainsi que {s4}.
qstr_{reg5}_{s3}_volunteer|{reg5} {s3} souhaitent vous suivre.
qstr_Try_as_you_might_you|Malgré vos efforts, vous n'avez pu venir à bout des bandits. Furieux, ils rasent le village jusqu'à la dernière pierre afin de punir les paysans, laissant derrière eux ruines et désolation, puis ils partent à la recherche d'autres terres à piller.
qstr_village|le village
qstr_town|la ville
qstr_castle|le château
qstr_The_{s17}_has_no_imp|Actuellement, {s17} n'a aucun aménagement.
qstr_The_{s17}_has_the_fo|Actuellement, {s17} possède des aménagements : {s18}.
qstr_The_assasins_beat_yo|Les assassins sont plus forts que vous et vous laissent pour mort.
qstr_You_have_fallen._The|Vous avez été vaincu. Les bandits fouillent rapidement votre corps à la recherche d'argent puis disparaissent dans la nuit. Ils vous laissent sur le sol, baignant dans votre sang.
qstr_Luckily_some_of_your|Alors que vous ne reveniez pas, quelques uns de vos compagnons sont partis à votre recherche. Ils vous trouvent gisant sur le bord de la route. Ils s'empressent de vous mettre à l'abri puis pansent vos plaies.
qstr_Luckily_some_passing|Par chance quelques citadins vous trouvent gisant sur le bord de la route et se rendent compte que vous n'êtes pas un simple mendiant. Ils vous transportent à l'auberge la plus proche et pansent vos plaies.
qstr_You_fail_to_steal_an|Vous ne parvenez pas à voler de bétail.
qstr_You_drive_away_{reg1|Vous emportez {reg17} {reg12?têtes:tête} de bétail du troupeau du village.
qstr_You_are_at_{s2}.|Vous êtes à {s2}.
qstr__This_castle_has_no_| La garnison de ce château ne possède pas de régisseur.
qstr__The_banner_of_your_| La banière de votre {s11} {s7} flotte au dessus des portes de la ville.
qstr__This_town_has_no_ga| La garnison de cette ville ne possède pas de régisseur.
qstr__You_have_successful|Vous avez réussi à vous infiltrer.
qstr_{s13}_A_tournament_w|{s13} Un tournoi est sur le point de débuter.
qstr___{reg1}_denars_per_|({reg1} deniers par nuit)
qstr_Moreover_you_earn_{r|Vous recevez en plus {reg8} deniers, résultat de vos paris judicieux...
qstr_Victory_is_yours!_Yo|La victoire est vôtre ! Vous avez remporté ce combat. Préparez-vous maintenant pour le tour suivant. 
qstr_You_have_been_bested|Vous n'avez pas été le meilleur dans cette lutte mais le maître de cérémonie vous permet, pour votre bravoure et de votre adresse au combat, de prendre part au tour suivant. 
qstr_You_were_beaten._The|Vous avez été vaincu. Les paysans ont été encouragés par leur succès mais les leçons que vous leurs avez données n'ont pas été bien suivies...
qstr_After_beating_your_l|Après avoir défait votre dernier adversaire, vous expliquez aux paysans comment mieux se défendre face à de telles attaques. Cette expérience leur sera profitable et ils seront encore mieux préparés la prochaine fois.
qstr_The_bandits_are_brok|Les bandits sont vaincus ! Les quelques survivants s'enfuient la queue entre les jambes, terrifiés par les paysans et leur nouveau champion.
qstr_{s1}_s_Ship|Le bâteau de {s1}
qstr_However_{reg3?You_ar|Cependant, {reg3?vous êtes:{s1} est} incapable de trouver comment tirer profit de ce qui est vendu ici.
qstr_^Buying_{s4}_here_an|^Acheter {s4} ici et le revendre à {s5} devrait permettre de faire un bénéfice de {reg6} deniers pour chaque pièce.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Votre groupe:{s1}} découvre ceci :^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} ont gagné {reg0} points d'expérience.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} a gagné {reg0} points d'expérience.
qstr_^You_earned_{reg0}_e|^Vous avez gagné {reg0} points d'expérience.{s2}
qstr_The_training_didn_t_|L'entraînement s'est mal passé.
qstr_The_training_didn_t_g|L'entraînement ne s'est pas très bien passé.
qstr_The_training_went_qu|L'entraînement s'est plutôt bien passé.
qstr_The_training_went_ve|L'entraînement s'est très bien passé.
qstr_The_training_went_pe|L'entraînement s'est déroulé à la perfection.
qstr_{s13}_asked_you_to_r|{s13} vous a demandé de vous présenter devant {reg4?elle:lui} avec au moins {reg13} soldats.
qstr_{s13}_ordered_you_to|{s13} vous a ordonné de vous joindre au prochain assaut contre {s14}.
qstr_Find_and_speak_with_|Trouvez {s3} du {s4} pour lui prêter serment d'allégeance.
qstr_There_has_been_an_al|Il y a eu un incident frontalier : {s9}
qstr_{s1}_and_{s0}|{s1} et {s0}
qstr_{s1}_{s0}|{s1}, {s0}
qstr_^^Note_that_so_long_|^^Notez qu'aussi longtemps que vous resterez maréchal, les seigneurs du royaume attendront de vous que vous les dirigiez lors des campagnes. Alors, si vous attendez un festin, un mariage, ou autre chose, vous devriez démissionner de votre statut de maréchal en parlant à votre suzerain.
qstr_Try_as_you_might_you_|Vous avez essayé mais vous n'arrivez pas à reprendre le village rebelle.
qstr_{reg0}|{reg0}
qstr_positive|positive
qstr_negative|négative
qstr_{s11}^^_The_current_|{s11}^^ La garnison se compose de {reg5} hommes.^La réserve de nourriture est de {reg6} jours.
qstr_^^Additional_the_fol|^^Ces groupes sont actuellement à l'intérieur :^
qstr_{s12}_{s3}_with_{reg|{s12} {s3} avec {reg1} troupes.^
qstr_{playername}_^^I_alw|{playername}, ^^J'ai toujours su que vous étiez un pourri, depuis le jour où vous avez prêté allégeance à mon clan. ^Pensiez-vous vraiment monter ma famille contre moi ? Vous avez laissé tomber votre masque, serpent ! ^Par la présente, je vous désavoue et vous bannis de ma maison. J'ai insisté auprès de ma famille pour vous combattre, et je vais mettre en garde les seigneurs de Calradia de votre infamie. ^Tremblez, vous avez maintenant un ennemi mortel ! ^^{s9}.
qstr_{playername}^^_I_ve_|{playername},^^ J'ai reçu une lettre de {s9} qui décrit vos entourloupettes disgracieuses. Dans les circonstances actuelles, {s9} ne peut pas en fournir la preuve. Mais contrairement à vous, c'est un membre distingué de ma famille, et depuis toutes ces années je n'ai jamais eu aucune raison de m'en méfier. Je crois à ces accusations. ^J'espère que vous avez échoué dans votre intention de casser l'unité de la famille. Par la présente, je mets fin à votre engagement, vous n'êtes plus {lié/liée} à ma maison. ^J'ai honte de la façon dont vous me trompez malicieusement, je ne vais pas vous mettre au défi, pour ne pas rendre des comptes à mon monarque, si je vous tue. Cependant, chaque rat doit être écrasé, un jour je le ferai si je vous retrouve sur mon chemin ! ^^{s10}
qstr_{playername}|{playername}
qstr_Troops:_{reg1}|Troupes: {reg1}
qstr_Prosperity_Report^|Rapport de prosperité^
qstr_Total|Total
qstr_{s0}^{s1}_Average_To|{s0}^Moyenne de la prospérité des villes {s1} : {reg0}
qstr_{s0}^{s1}_towns_with|{s0}^Villes avec une prospérité de 80-100 : {reg0}
qstr_{s0}^{s1}_towns_with_|{s0}^Villes avec une prospérité de 60-79 : {reg0}
qstr_{s0}^{s1}_towns_with_p|{s0}^Villes avec une prospérité de 40-59 : {reg0}
qstr_{s0}^{s1}_towns_with_pr|{s0}^Villes avec une prospérité de 20-39 : {reg0}
qstr_{s0}^{s1}_towns_with_pro|{s0}^Villes avec une prospérité de 0-19 : {reg0}
qstr_{s0}^{s1}_Average_Vi|{s0}^Moyenne de la prospérité des villages {s1} : {reg0}
qstr_{s0}^{s1}_villages_w|{s0}^Villages avec une prospérité de 80-100 : {reg0}
qstr_{s0}^{s1}_villages_wi|{s0}^Villages avec une prospérité de 60-79 : {reg0}
qstr_{s0}^{s1}_villages_wit|{s0}^Villages avec une prospérité de 40-59 : {reg0}
qstr_{s0}^{s1}_villages_with|{s0}^Villages avec une prospérité de 20-39 : {reg0}
qstr_{s0}^{s1}_villages_with_|{s0}^Villages avec une prospérité de 0-19 : {reg0}
qstr_You_now_own_a_ship_a|Vos possédez maintenant un bâteau et pouvez prendre le large.
qstr_There_is_no_room_for|Ce port est déjà rempli.
qstr_You_don_t_have_enoug|Vous n'avez pas assez d'argent pour acheter un bâteau.
qstr_You_don_t_own_a_ship|You don't own a ship or your crew exceeds the boundaries.
qstr_{s3}^You_have_{reg1}|{s3}^Vous avez {reg1} bâteaux à {s2}.
qstr_Choose_{s1}|Choisissez {s1}
qstr_Your_crew_is_either_|Votre équipage est trop petit ou trop nombreux.
qstr_Odds_are_{reg21}_:_1|Les chances sont de {reg21}:1 contre vous.
qstr_DEBUG__TPE_:_tpe_ran|DEBUG (TPE): tpe ranking array, slot #{reg1} = {s1}
qstr_DEBUG__TPE_:_{s1}_pl|DEBUG (TPE): {s1} placed in slot #{reg1} for tournament.  TPE 1.3
qstr_DEBUG__TPE_:_{s1}_pla|DEBUG (TPE): {s1} placed in slot #{reg1} for tournament.  TPE 2.0
qstr_DEBUG__TPE_:_Discove|DEBUG (TPE): Discovered invalid troop.  Replaced with {s1} in slot {reg0}.
qstr_DEBUG__TPE_:_Entry_#|DEBUG (TPE): Entry #{reg2} / Team #{reg1} = {s1}
qstr_Quest_ended_due_to_t|Quêtes de tournoi désactivées: quête annulée.
qstr_You_have_deserted_an|Vous avez déserté et êtes maintenant recherch{é/ee}!
qstr_You_have_a_bad_feeli|Vous avez comme un mauvais présentiment à propos de votre bâteau {s1}.
qstr_You_missed_the_deadl|Vous avez dépassé les délais de votre emprun à {s1}. Les intérêts montent à 50%.
qstr_Your_debt_in_{s1}_is|Votre dette à {s1} est tellement élevé que le roi lui-même en a été averti. Il l'a gelée, mais n'est pas content de vous.
qstr_Breaking_camp...|Le groupe lève le camp.
qstr_{s5}_has_decided_to_|{s5} a décidé d'attribuer {s4} à un autre seigneur du {s7}.
qstr_A_livestock_epidemic|Une épidémie a décimé {reg4} têtes de bétail à {s4}.
qstr_Riot_in_{s6}!|Émeute à {s6} !
qstr_Your_party_is_spotte|Votre groupe est visible de {s1}.
qstr_Party_has_nothing_to|Votre groupe n'a rien à manger !
qstr_Current_force_morale_|Le moral actuel est de {reg1}.
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?ont:a} profité de la nuit pour s'enfuir.
qstr_{s1}_of_the_{s3}_has|{s1} du {s3} a été relâché.
qstr_Building_of_{s0}_in_|La construction de {s0} à {s4} est terminée.
qstr_{s1}_has_won_the_tou|{s1} a remporté le tournoi à {s2}.
qstr_{s1}_is_no_longer_in|{s1} n'a plus rien à craindre des bandits.
qstr_You_are_within_the_w|Vous êtes dans les murs d'un membre allié de la famille et vous n'avez rien à payer pour l'hébergement.
qstr_You_pay_for_accommod|Vous payez des frais d'hébergement.
qstr_Betrothal_to_{s5}_ex|Les fiançailles de {s5} expirent.
qstr__Your_tactics_skill_| Votre compétence Tactique augmente de 1.
qstr__Your_persuasion_ski| Votre compétence Persuasion augmente de 1.
qstr__Your_leadership_ski| Votre compétence Commandement augmente de 1.
qstr__Your_prisoner_manag| Votre compétence Gestion de prisonniers augmente de 1.
qstr__Your_charisma_has_i| Votre Charisme augmente de 1.
qstr__Your_looting_skill_| Votre compétence Pillage augmente de 1.
qstr__Your_intelligence_h| Votre Intelligence augmente de 1.
qstr__Your_trade_skill_ha| Votre compétence Marchandage augmente de 1.
qstr__Your_weapon_master_| Votre compétence Maître d'armes augmente de 1.
qstr__Your_engineer_skill| Votre compétence Ingénierie augmente de 1.
qstr_You_have_finished_re|Vous avez terminé {s1}. {s2}
qstr_Book_Read|Livre terminé.
qstr_{s1}_is_scouted.|Vous avez exploré {s1}.
qstr_{s1}_has_switched_fr|{s1} est passé du {s2} au {s3}.
qstr__{s1}_s_tactics_skil| La compétence Tactique de {s1} augmente de 1.
qstr__{s1}_s_persuasion_s| La compétence Persuasion de {s1} augmente de 1.
qstr__{s1}_s_leadership_s| La compétence Commandement de {s1} augmente de 1.
qstr__{s1}_s_prisoner_man| La compétence Gestion de prisonniers de {s1} augmente de 1.
qstr__{s1}_s_charisma_has| La compétence Charisme de {s1} augmente de 1.
qstr__{s1}_s_looting_skil| La compétence Pillage de {s1} augmente de 1.
qstr__{s1}_s_intelligence| La compétence Intelligence de {s1} augmente de 1.
qstr__{s1}_s_trade_skill_| La compétence Marchandage de {s1} augmente de 1.
qstr__{s1}_s_weapon_maste| La compétence Maître d'armes de {s1} augmente de 1.
qstr__{s1}_s_engineer_ski| La compétence Ingénierie de {s1} augmente de 1.
qstr_{s1}_have_finished_r|{s1} a fini de lire {s2}.{s3}
qstr_{reg1}_{s1}|{reg1} {s1}
qstr_{reg1}_{s1}_and_{s0}|{reg1} {s1} et {s0}
qstr_{reg1}_{s1}_{s0}|{reg1} {s1}, {s0}
qstr_{s0}_has_escaped.|{s0} s'est échappé.
qstr_{s0}_hava_escaped.|{s0} s'est échappé.
qstr_Number_of_prisoners_|Le nombre de prisonniers excède votre limite de gestion. {s0}
qstr_{s1}_has_been_elimin|{s1} a été éliminé par un autre groupe.
