qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_unknown|nieznany
qstr_Heroic_{s50}|Heroiczny {s50}
qstr_Allegoric_{s50}|Alegoryczny {s50}
qstr_Comic_{s50}|Komiczny {s50}
qstr_Mystic_{s50}|Mistyczny {s50}
qstr_Tragic_{s50}|Tragiczny {s50}
qstr_{s1}{s2}_Controversy|{s1}{s2} Spory: {reg41}^Reputacja: {s42}, Stan zalotów: {s43}^                                    Należy do {s45}^{reg46?Jej ojciec, {s46}:Jej opiekun, {s46}}{s47}^Pozwolono, aby odwiedzić: {reg45?tak:nie} {reg48?Poślubiona z {s48}:}^^                                  Dni od ostatniego spotkania: {reg49}^^Wiersze:^  {reg50?{s50}:brak usłyszanych wierszy}
qstr_Gathering_support|Zbieranie wsparcia
qstr_Gathering_intelligen|Zbieranie informacji {s66}
qstr_Ambassy_to_{s66}|Misja dyplomatyczna{s66}
qstr_Minister|Minister
qstr_none|żaden
qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Reputacja: {s42}^                                    Urodzony w  {s43}^Kontakt w {s44} z {s45}.^                                  ^{reg48?Więzień {s48}:}^Dni od ostatniej rozmowy: {reg49}^^Obecna misja:^  {s50}{reg50?, planowany powrót za {reg50} dni.:}
qstr_{s1}^|{s1}^
qstr_Your_party_consumed_|Drużyna skonsumowała {reg1} jednostek żywności{reg4?, {reg4} z dzielenia żywności : }({reg2} pozostało dni).
qstr_{s2}_managed_to_fora|{s2} udało się zebrać {reg4} jednostek żywności w celu uzupełnienia zapasów.
qstr__knows_of_you| wie o tobie
qstr_{s1}_wife_of_{s3}{re|{s1}, żona {s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_|{s1}, {reg1?córka:uczennica} {s3}{reg4?, poślubiona z {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} i {s6}
qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, syn {s5}{reg1?,:{reg0?,:}}:}{reg1? więzień{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter|{s10}, {reg1?córka:uczennica} {s3}{reg4?, poślubiona z {ss5}:}{reg0?,{s60}:}
qstr_Messenger_{s65}|Posłaniec {s65}
qstr_Envoy_{s65}|Poseł {s65}
qstr_Consul_{s65}|Konsul {s65}
qstr_Legate_{s65}|Legat {s65}
qstr_Missi_Dominici_{s65}|Wysłanie daru {s65}
qstr_{s65}|{s65}
qstr_{s10}{reg0?__who{s60|{s10}{reg0? (kto{s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
qstr_{s0}_Trade_Ledger_Ar|{s0} Trade Ledger Array
qstr_Hold|Stać
qstr_{s1}_x{reg0}|{s1} x{reg0}
qstr_Hold_Fire|Wstrzymać ogień
qstr_Fire_at_Will|Strzelać bez rozkazu
qstr_Use_Shield|Tarcze
qstr_Back_10_Paces|Do tyłu 10 kroków
qstr_{s2}^{s1}|{s2}^{s1}
qstr_No_Position_Orders|Brak wyznaczonej pozycji
qstr_No_Weapons_Orders|Brak wyznaczonej broni
qstr_ready_bows_and_missi|Używać łuków i pocisków
qstr_ready_side_arms|Używać broni białej
qstr_ready_two_handers|Używać broni 2-ręcznej
qstr_ready_polearms|Używać broni drzewcowej
qstr_brandish_shields|Zasłaniać się tarczą
qstr_doff_your_shields|Zdjąć tarcze
qstr_shields_at_will|Używać tarczy wedle woli
qstr_avoid_melee|Unikać walki kontaktowej
qstr_stand_and_fight|Stać i walczyć
qstr_prepare_to_volley|Przygotować się do salwy
qstr_end_volley|Koniec salwy
qstr_brace_for_charge|Powstrzymać szarżę
qstr_remove_brace_and_fig|Przygotować się i do ataku
qstr_Everyone|Wszyscy
qstr_No_Troops_Left.|Nie zostało jednostek.
qstr_Undefined!|Nieokreślone!
qstr_DEBUG_:_Weather_pena|DEBUG : Kara do pogody {reg2}% - {s0}: {reg0} do {reg1}
qstr_DEBUG_:_{s0}_profici|DEBUG : {s0} biegłości przywrócone do: {reg1}
qstr_ranks|szeregi
qstr_shield_wall|mur tarcz
qstr_wedge|klin
qstr_square|czworobok
qstr_up|w górę
qstr_Not_enough_troops_in|Niewystarczająco dużo jednostek {s2} by sformować {s1}, ale wstrzymać.
qstr_infantry|piechota
qstr_archer|łucznicy
qstr_cavalry|kawaleria
qstr_polearm|polearm
qstr_skirmisher|skirmisher
qstr_mounted_archer|mounted archer
qstr_support|support
qstr_bodyguard|bodyguard
qstr_undetermined_type_of|rodzaj nieokreślony
qstr_{s1}:_infantry_forma|{s1}: Formacja piechoty zdementowana.
qstr_{s1}:_archer_formati|{s1}: Formacja łuczników zdementowana.
qstr_{s1}:_skirmisher_for|{s1}: Formacja skirmisher zdementowana.
qstr_{s1}:_cavalry_format|{s1}: Formacja kawalerii zdementowana.
qstr_{s1}:_formation_disa|{s1}: Formacja zdementowana.
qstr_Cavalry_formation_di|Formacja kawalerii zdementowana.
qstr_You_have_{reg0}_opti|Pozostało {reg0} opcji.
qstr_ERROR__TPE_:_{s1}_ha|ERROR (TPE): {s1} ma nieprawidłową liczbę wyborów @ {reg21}.
qstr_You_will_be_using_yo|Będziesz używać własnego sprzętu^w nadchodzącej walce.
qstr_You_have_no_weapons_|Nie wybrano żadnej broni.
qstr_You_re_using_more_th|Używasz więcej niż 4 gniazd broni.
qstr_You_currently_have_n|Aktualnie nie ma broni do walki wręcz.
qstr_DEBUG__TPE_Weapon_Lo|DEBUG (TPE Weapon Logic): Masz {reg1} gniazd broni ({reg3} tarcz) wykorzystywana do wsparcia {reg0} broni.  Wybór broni w zwarciu: {reg2}
qstr_ERROR__script_tpe_se|ERROR (script tpe set option): Slot #{reg31} ma nieprawidłową wartość {reg32}.
qstr_You_already_have_thr|Masz zaznaczone już trzy opcje.
qstr_ERROR__TPE_Design_:_|ERROR (TPE Design): Wykryto nieprawidłowy typ przedmiotu (normalna broń).
qstr_ERROR__TPE_Design_:_A|ERROR (TPE Design): Wykryto nieprawidłowy typ przedmiotu (ulepszona broń).
qstr_DEBUG__TPE_:_{s1}_is|DEBUG (TPE): {s1} w drużynie {reg0} powinno być uruchamiane przy wejściu {reg1}.
qstr_{s1}_enhanced_horse_|{s1} wzmocniony koń (+2),
qstr_{s1}_horse__+1_|{s1} koń  (+1),
qstr_{s1}_enhanced_armor_|{s1} wzmocniona zbroja (+1),
qstr_{s1}_enhanced_helmet|{s1} wzmocniony hełm,
qstr_{s1}_enhanced_boots|{s1} wzmocnione buty,
qstr_{s1}_armor|{s1} zbroja,
qstr_{s1}_helmet|{s1} hełm,
qstr_{s1}_boots|{s1} buty,
qstr_{s1}_enhanced_shield|{s1} wzmocniona tarcza (+1),
qstr_{s1}_shield|{s1} tarcza,
qstr_{s1}_enhanced_{s2}_l|{s1} wzmocniona {s2} lanca (+2),
qstr_{s1}_{s2}__+1_|{s1} {s2} (+1),
qstr_{s1}_enhanced_{s2}__|{s1} wzmocniona {s2} (+2),
qstr_DEBUG__TPE_:_{s2}_re|DEBUG (TPE): {s2} otrzymuje {s1}.
qstr_You_place_a_bet_of_{|Przed rozpoczęciem rundy stawiasz na {reg0} denarów. Pozostało ci jeszcze {reg1} denarów.
qstr_You_were_unable_to_c|Nie możesz pokryć zakładu na {reg0} denarów.
qstr_You_have_earned_{reg|Zarobiłeś {reg1} denarów za mądry zakład w tej rundzie.
qstr_DEBUG__TPE____ARRAY_|DEBUG (TPE) - ARRAY COPY ATTEMPT.
qstr_DEBUG__TPE_:_Source_|DEBUG (TPE): Źródło -> Kopiuj docelowy.  Gniazdo {reg1} = {s1}.
qstr_DEBUG__TPE_:_{s1}_ga|DEBUG (TPE): {s1} zyskał {reg1} z {reg2} łącznie punktów z tej rundy.
qstr_DEBUG__TPE_sort_:_Ra|DEBUG (TPE sort): Ranking {reg2} jest {s1} z {reg1} punktami.
qstr_DEBUG__TPE_:_Faction|DEBUG (TPE): Frakcja ({s31}) nie odnaleziona. Domyślna wartość frakcji {s32}.
qstr_DEBUG__TPE_:_Difficu|DEBUG (TPE): Błędna pozycja paska trudności. Domyślny rozmiar zespołu = 3.
qstr_DEBUG__TPE_:_Difficul|DEBUG (TPE): Błędna pozycja paska trudności. Domyślna liczba zespołów = 3.
qstr_Random|Losowo
qstr_Hard|Trudny
qstr_Normal|Normalny
qstr_Easy|Łatwy
qstr_{s2}^Payout_Bonus_+{|{s2}^Wypłata bonusowa +{reg2}%
qstr_{s2}^AI_Upgrade___Wi|{s2}^AI Upgrade - Will remount
qstr_{s2}^AI_Upgrade___Fo|{s2}^AI Upgrade - Focus fire
qstr_{s2}^|{s2}^
qstr_Difficulty_Settings|Ustawienia trudności
qstr_DEBUG__TPE_:_{s1}_wa|DEBUG (TPE): {s1} odnaleziono w {s2}, ale miał stosunek zbyt neutralne znaczenie.
qstr_Grand_Principality|Wielkie Księstwo
qstr_DEBUG__TPE_:_Ranking|DEBUG (TPE): Ranking box update attempt: {s1} z {reg1} punktów.
qstr_DEBUG__TPE_:_Garbage|DEBUG (TPE): Garbage troop id detected.  ICD now offset by {reg21}.
qstr_{s21}|{s21}
qstr_Red_Team|Czerwoni
qstr_Blue_Team|Niebiescy
qstr_Green_Team|Zieloni
qstr_Yellow_Team|Żółci
qstr_DEBUG__TPE_level_sca|DEBUG (TPE level scale): Skalowanie wyłączone.  Domyślny poziom {reg22}.
qstr_DEBUG__TPE_:_Troop__|DEBUG (TPE): Oddział - {s31} - Poziom+{reg32} = {reg31}
qstr____________>_STR+{re|-----------> SIŁ+{reg34} = {reg33}, ZRĘ+{reg36} = {reg35}
qstr____________>_Str_Ski|-----------> SIŁ Umiejętności {reg37}, ZRĘ Umiejętności {reg38}, Wpt Prof {reg39}
qstr_{s2}_{s1}|{s2} {s1}
qstr_{s1}_of_{s2}|{s1} of {s2}
qstr_points|punkty
qstr_point|punkt
qstr_because_I_said_so|ponieważ tak rzekłem
qstr_The_Tournament_Maste|The Tournament Master announces, '{s1} has been awarded {reg1} {s2} for {s3}.'
qstr_{s35}{s1}_has_been_a|{s35}{s1} has been awarded {reg1} {s2} for {s3}. (Total = {reg2})^
qstr_AWARD_GRANTED:_{s1}_|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie NAJSZYBSZE CIĘCIE!
qstr_AWARD_GRANTED:_{s1}_h|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie ZACIEKŁY ZAWODNIK za zabicie {reg1} ludzi!
qstr_AWARD_GRANTED:_{s1}_ha|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie MITYCZNA POSTAWA!
qstr_AWARD_GRANTED:_{s1}_has|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie LEGENDARNA POSTAWA!
qstr_AWARD_GRANTED:_{s1}_has_|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie DOMINUJĄCA POSTAWA!
qstr_DEBUG__TPE_:_{s1}_gai|DEBUG (TPE): {s1} zyskuje 1 punkt.  {reg2} punktów łącznie.  Wartość = {reg1}
qstr_DEBUG__TPE_:_{s1}_gain|DEBUG (TPE): {s1} zyskuje 2 punkty za przetrwanie.  {reg2} punktów łącznie.  Wartość = {reg1}
qstr_DEBUG__TPE_Design_:_I|DEBUG (TPE Design): Przedmiot '{s21}' [#{reg21}] przechowywany w gnieździe {reg22} of tpe appearances.
qstr_DEBUG__TPE_:_Faction_|DEBUG (TPE): Frakcja '{s21}' określona przez '{s22}'.
qstr_DEBUG__TPE_:_Faction__|DEBUG (TPE): Frakcja '{s21}' określana przez kulturę '{s22}'.
qstr_TPE_ERROR!__No_valid|TPE ERROR!  Nie można określić frakcji dla tego miasta.
qstr_You_have_been_enlist|Zostałeś zwerbowany!
qstr_You_have_left_your_c|Opuściłeś swojego dowódcę!
qstr_You_have_been_grante|You have been granted leave!
qstr_You_have_rejoined_yo|You have rejoined your commander!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|Wyposażenie {s1}: {s2}jest przypisane dla Ciebie.
qstr_The_equipment_of_a_{s|Wyposażenie {s1}: {s2}pochodzi od Ciebie.
qstr_array[{reg0}]_create|wybór[{reg0}] utworzona
qstr_array[{reg0}]_destro|wybór[{reg0}] zniszczona
qstr_array_p_shift_range_|array p shift range array={reg21}, start index={reg22}, end index={reg23}, shift offset={reg24}, default value={reg25}
qstr_DEBUG__GPU_:_Label__|DEBUG (GPU): Etykieta '{s31}' przechowywana w gnieździe {reg32}, wartość {reg31}.
qstr___{reg1}_{reg2}__|( {reg1}, {reg2} )
qstr_ERROR__CCP_:_An_inva|ERROR (CCP): Wykryto nieprawidłowy przedmiot, który nie będzie przechowywany.
qstr_DEBUG__CCP_:_Item__{|DEBUG (CCP): Przedmiot '{s31}' pomyślnie przechowywany w gnieździe {reg31}.
qstr_DEBUG__CCP_:_There_w|DEBUG (CCP): Nie było miejsca na umieszczenie tego przedmiotu.
qstr_ERROR__CCP_:_An_inval|ERROR (CCP): Został wykryty nieprawidłowy przedmiot i nie zostanie on usunięty.
qstr_DEBUG__CCP_:_Item__{s|DEBUG (CCP): Przedmiot '{s31}' pomyślnie usunięty z gniazda {reg31}.
qstr_DEBUG__CCP_:_The_pla|DEBUG (CCP): Gracz nie posiada '{s31}'.
qstr_+{reg2}|+{reg2}
qstr_You_came_into_the_wor|Pojawiasz się na tym świecie jako {reg3?córka:syn} upadającej arystokracji, dziedzicząc jedynie dom rodzinny. Pomimo trudności, jakie spotkały twoich bliskich, udaje ci się jednak zdobyć dobre wykształcenie, a rygory arystokracji i życia dworskiego opanowujesz już jako dziecko.
qstr_You_were_born_the_{re|Jesteś {reg3?córką:synem} podróżujących kupców, którzy w poszukiwaniu zysków przenoszą się z miejsca na miejsce. Twoi rodzice byli bogatsi od większości innych kupców i wyedukowali cię tak, jak potrafili. Niestety, wiedza jaką zdobyłeś nie jest wystarczającą w nawiązywaniu wielu przyjaźni w czasie podróży, a życie towarzyskie sprowadza się do krótkich chwil postojów, kiedy można coś komuś sprzedać.
qstr_As_a_child_your_famil|Podczas dzieciństwa twoja rodzina utrzymywała się z kiepskiej pensji ojca, który pracował jako strażnik dla miejscowego lorda. Nie było to łatwe życie, przez co niemożliwe było również uzyskanie dobrego wykształcenia. Twoja nauka sprowadza się głównie do tego, jak obronić się na ulicy, z bronią lub bez niej.
qstr_You_were_the_{reg3?da|Jesteś {reg3?córką:synem} rodziny, która żyła w lasach, robiąc wszystko co możliwe, by związać koniec z końcem. Polowanie, ścinanie drzew, wyrabianie strzał, nawet kłusownictwo, wszystko to jest na porządku dziennym. Zima nigdy nie była przyjazną porą dla twojej rodziny, ponieważ zimno zabierało i ludzi i zwierzęta, zawsze jednak udaje ci się przetrwać do następnego poranka, choć twoi bracia i siostry nie mieli tyle szczęścia.
qstr_You_were_a_child_of_t|Jesteś dzieckiem stepów, urodzonym w koczowniczym plemieniu nomadów żyjących w wielkich obozach na równinach. Jak w przypadku wszystkich współplemieńców, twoja rodzina ceni konie ponad wszystko, dzięki czemu lekcje jazdy konnej wyprzedziły lekcje chodzenia. 
qstr_You_were_a_child_of_t|Jesteś dzieckiem stepów, urodzonym w koczowniczym plemieniu nomadów żyjących w wielkich obozach na równinach. Jak w przypadku wszystkich współplemieńców, twoja rodzina ceni konie ponad wszystko, dzięki czemu lekcje jazdy konnej wyprzedziły lekcje chodzenia. 
qstr_A_{reg3?daughter:son|A {reg3?daughter:son} that nobody wanted, you were left to the church as a baby, a foundling raised by the priests and nuns to their own traditions.  You were only one of many other foundlings and orphans, but you nonetheless received a lot of attention as well as many years of study in the church library and before the altar. They taught you many things.  Gradually, faith became such a part of your life that it was no different from the blood coursing through your veins.
qstr_As_a_{reg3?girl:boy}_grow|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca} wysłano cię na dwór jednego z okolicznych arystokratów. Pierwsze lekcje są nauką uniżoności i oczekiwania na właścicieli majątku. Jednak obserwacja gier w szachy, wysłuchiwanie plotek, a nawet poezji o wielkich czynach i dworskiej miłości pozwalają ci poznać dorosły świat konfliktów i konkurencji. Dobrą nauką są również zabawy innych dzieci, które okładały się drewnianymi pałkami imitującymi miecze dorosłych.
qstr_As_a_{reg3?girl:boy}_growi|Jako {reg3?dorastająca dziewczyna uczyłaś:dorastający chłopak uczyłeś} się u miejscowego rzemieślnika. Po wielu latach ciężkiej pracy i doskonalenia umiejętności, nowy mistrz awansuje cię na czeladnika i zatrudnia w roli pełnopłatnego rzemieślnika na dowolnie wybrany przez ciebie czas.
qstr_As_a_{reg3?girl:boy}_growin|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca} przekazano cię bogatemu kupcowi z myślą o nauce handlu w sklepach i karawanach. Szybko udaje ci się zdobyć doświadczenie i poznać sztukę taniego zakupu, drogiej sprzedaży i przekonywania klienta, że zrobił świetny interes.
qstr_As_a_{reg3?girl:boy}_growing|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca} wysłano cię na ulicę, gdzie twoim zadaniem było najzwyklejsze przetrwanie. żebractwo, kradzież i praca dla podejrzanych band pozwalają zarobić na chleb, przeżyć kolejny dzień w tym okrutnym świecie i nauczyć się być zawsze o krok przed prawem i tymi, którzy źle ci życzyli.
qstr_As_a_{reg3?girl:boy}_growing_|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca} wysłano cię na rozległe stepy na własnym koniu, gdzie nauka sprowadzała się do poznawania trawy i pustyni. Choć czasami dręczy cię głód, na tym pustkowiu udaje ci się zostać zręcznym myśliwym i tropicielem. Twoje ciało również zaczyna twardnieć wraz z kolejnymi latami przeżytymi jako {reg3?kobieta:mężczyzna}-nomad.
qstr_{reg3?woman:man}|{reg3?kobieta:mężczyzna}
qstr_{reg3?girl:boy}|{reg3?dziewczynka:chłopiec}
qstr_As_a_{s12}_growing_o|Jako {s12} wyrastasz z dzieciństwa, przyłączasz się do grupy wędrownych atrystów, którzy podrózując z miasta do miasta wystawiali swoje sztuki. To byłó zycie usłane ciężką pracą, handlem, żebractwem  i okradaniem  ludzi, którzy przychodzili oglądać wasze występu. Z biegiem czasu stałeś się wykonawcą, a Twoje występy przyciągały tłumy.
qstr_As_a_{s12}_growing_ou|Jako {s12} wyrastasz z dzieciństwa, spędzasz większość swojego życia, wchodząc w coraz ciasniejszy krąg szlachty.  Po latach, jesteś coraz bardziej zamieszany w politykę i indtrygi toważyszące wysoko urodzynym {s13}. Nie pozwalasz sobie zostawać w za plecami wobec politycznych gierek, które Cię otaczają, nawet jakby chcieli tego inni.
qstr_As_a_{s12}_growing_out|Jako {s12} wyrastasz z dzieciństwa,trenujesz i uczysz się aby w przyszłóści pełnić obowiązki i władać prawami szlachetnie urodzoncy właścicieli ziemskich.Zarządzanie podatkami, czynszami, jest tak samo ważne jak dyplomacja w zdolność do obrony. Uczysz się wszystkigo co potrzebne jest, aby stać się panem własnego dworu.
qstr_As_a_{s12}_growing_out_|Jako {s12} wyrastasz z dzieciństwa, trenujesz i uczysz się obowiązków szlachty {s13}. Uczysz się wiele o sztuce gospodarzenie, ale jeszcze więcej o dyplomacji i obyczajach, oraz wszystkich rzeczy, które mogą być przydatne Twojemu przyszłemu mężowi.  Zaprawdę, stałaś się w każdym calu tak przebiegła jak zaden Lord, ale nienamiejscu byłoby przyznawanie się do tego publicznie.
qstr_a_cleric_acolyte|klerykiem akolitą
qstr_As_a_{s12}_growing_out_o|As a {s12} growing out of childhood, you became an acolyte in the church, the lowest rank on the way to priesthood. Years of rigorous learning and hard work followed. You were one of several acolytes, performing most of the menial labour in the church in addition to being trained for more holy tasks.  On the night of your adulthood you were allowed to conduct your first service. After that you were no longer an acolyte {s12}, but a {s13} waiting to take your vows into the service of God.
qstr_{s1}^^_You_started_to|{s1}^^ Zacząłeś poznawać świat tak szybko, prawie tak szybko jak mogłeś chodzić i mówić.  Spędziłeś swoje dzieciństwo {s2}. {s3}
qstr_Though_the_distinction_felt|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze {reg3?stajesz się kobietą:stajesz się mężczyzną}, a świat zaczyna się zmieniać wokół ciebie. Kiedy dołączasz do szlachty na dworze, twoja nauka wiąże się z długimi godzinami spędzonymi na walce bronią, zadawaniu uderzeń i ich przyjmowaniu. Poinstruowano cię w zakresie obowiązków względem pana oraz względem tych, którzy pewnego dnia mogą zostać twoimi wasalami. Poza nauką rycerskich ideałów udaje ci się również poznać nieco mniej wyniosłe strony - opowieści starych wojowników o bezwzględnej polityce, zdrajcach i uzurpatorach, czy o ludziach, którzy dla osiągnięcia swoich celów uciekają się do podstępu.
qstr_{reg3?daughter:man}|{reg3?córka:mężczyzna}
qstr_Though_the_distinction_felt_|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się. Dołączasz do zamkniętego koła kobiet na dworze, pań, które doskonale znają się na kobiecych sprawach, żon i nałożnic arystokratów, jak również dziewic, które jeszcze nie znalazły mężów. Jednak nawet w tym miejscu działa polityka i kobiety walczą ze sobą zawzięcie o serca wolnych mężczyzn. Po krótkim czasie dobrze już wiesz, jak wykorzystywać takie sytuacje we własnym interesie. Jak się okazuje, potrafisz mieć naprawdę duży wpływ na otaczający cię świat, jeśli tylko zastosujesz przy tym odrobinę subtelności.
qstr_Though_the_distinction_felt_s|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się. Wyruszasz ku własnemu przeznaczeniu z instrumentem przewieszonym przez plecy i własnym głosem. Jest to kiepski żywot z wieloma nocami głodówki, kiedy ludzie nie doceniają twojej gry, jednak udaje ci się przetrwać dzięki samej muzyce. Po kilku latach zdobywasz wielkie doświadczenie związane z grą w pijackich tawernach, jak również z przekonywaniem innych do swoich racji.
qstr_Though_the_distinction_felt_su|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze {reg3?stajesz się kobietą:stajesz się mężczyzną}, a świat zaczął się zmieniać wokół ciebie. Zostajesz studentem na uniwersytecie w jednym z wielkich miast, ucząc się teologii, filozofii i medycyny. Ale nie wszystkie twoje lekcje odbywają się na salach wykładowych. Wraz z przyjaciółmi nie raz odwiedzasz również uliczki w poszukiwaniu wina, {reg3?towarzystwa:kobiet} i {reg3?zaczepki:bijatyki}. Dokładnie jednak wiesz, w jaki sposób nastawić złamaną szczękę oraz jak przekonać rozzłoszczonego mieszczanina, by odłożył maczugę i przyjął pieniądze w ramach odszkodowania za zniszczenie sklepu.
qstr_Though_the_distinction_felt_sud|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się. Idąc za wezwaniem otwartych traktów, podróżujesz od wioski do wioski, kupując i sprzedając wszystko, co się da. Nie jest to żywot związany z wielkim bogactwem, ale tak dobrze radzisz sobie z targowaniem, że nawet najstarsi potrafią zaoferować ci dobrą cenę. Dobrze wiesz, że potrafisz wystarczająco dużo, by założyć własne imperium handlowe...
qstr_Though_the_distinction_felt_sudd|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się. Decydujesz się na karierę kowala, tworząc piękne i funkcjonalne przedmioty z prostego kawałka metalu. Z czasem zostajesz prawdziwym mistrzem i praca zaczyna przynosić wymierne korzyści. Z pełnym brzuchem w ciepłym domu możesz z dumą rozmyślać o swojej pracy i rosnącej reputacji.
qstr_Though_the_distinction_felt_sudde|Choć poczucie różnic przychodzi niespodziewanie, gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się. Czując niezadowolenie z zachowania ludzi, którzy walczą o każdą monetę, wybierasz się do lasów swojego miejscowego lorda i tam nie zważając na prawo szukasz zdobyczy. Polujesz na jelenie, dziki i gęsi, po czym sprzedajesz cenne mięso pod stołem. ścinasz drzewa tuż pod nosem strażników i zmieniasz je w opał, który ogrzewa wiele domostw zimą. Wszystko to, oczywiście za kilka srebrnych monet.
qstr_Though_the_distinction_felt_sudden|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you.  You pursued a career as a smith, crafting items of function and beauty out of simple metal.  As time wore on you became a master of your trade, and fine work started to fetch fine prices.  With food in your belly and logs on your fire, you could take pride in your work and your growing reputation.
qstr_Though_the_distinction_felt_sudden_|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you.  Dissatisfied with common men's desperate scrabble for coin, you took to your local lord's own forests and decided to help yourself to its bounty, laws be damned. You hunted stags, boars and geese and sold the precious meat under the table. You cut down trees right under the watchmen's noses and turned them into firewood that warmed many freezing homes during winter. All for a few silvers, of course.
qstr_Though_the_distinction_felt_sudden_t|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you.  You packed your few belongings and went out into the world to spread the word of God. You preached to anyone who would listen, and impressed many with the passion of your sermons. Though you had taken a vow to remain in poverty through your itinerant years, you never lacked for food, drink or shelter; the hospitality of the peasantry was always generous to a rising {s13} of God.
qstr_Though_the_distinction_felt_sudden_to|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, relying upon your quick thinking and even quicker reflexes to get you through each day.  Dissatisfied with a simple life of laboring for coin, you took to your local streets intent on helping yourself to what you needed in order to survive.  You shun the standard laws of man and have chosen to live by whatever rules allow you to avoid the headsman's block.
qstr_Then_as_a_young_adul|Then, as a young adult, life changed as it always does. You became a gladiator. Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You earned applause and denars in brutal contests against men and beasts and grew to crave both rewards. Drunk on the bloodlust of the cheering crowd, you learned to tease the opponent and draw out your fight before eventually seizing victory with savage flair. Your agile moves and flamboyant presence mark you as both warrior and artist.
qstr_Then_as_a_young_adult|Then, as a young adult, life changed as it always does. You became a bandit. Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and with that change came understanding that the strong have the right to take from the weak. You became part of a band of robbers and grew adept at the art of ambush. You learned how to wield, with some facility, whatever weapon your prey bequeathed to you. When times were good, you caroused and feasted like a king. When pickings were slim, you lived off the land or perfomed quick raids on small villages. You prided yourself on your adaptability and capacity for violence.
qstr_a_slaver|niewolnikiem
qstr_Then_as_a_young_adult_|Then, as a young adult, life changed as it always does. You became a slave-trader. Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. By some strange twist of fate you joined a slave caravan as a guard and slowly grew competent at watching over crafty human cattle on long journeys across the face of Calradia. Every so often, you had to raid isolated villages or chase down new livestock, and through these experiences grew accustomed to the blunt language of club and stick. Though your profession is tolerated, it is not particularly respectable, and so you became inured also to suspicion and derision.
qstr_Only_you_know_exactly_wha|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód. Zważywszy na gniew, który płonie w twoim sercu, decyzja o odejściu nie jest zbyt trudna. Pragniesz zemsty. Pragniesz sprawiedliwości. Uczynionych ci krzywd nie można już odwrócić, a te długi można spłacić tylko krwią...
qstr_Only_you_know_exactly_what|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód. Możesz jedynie powiedzieć, że nie jesteś w stanie pozostać... nie z bolesnymi wspomnieniami o ukochanych osobach... Być może nowe życie pozwoli ci zapomnieć lub oddać hołd tym, z którymi nie możesz już rozmawiać...
